Batch ID,Batch Name,Coffee Variety,Harvest Date,Fermentation Method,Type of Water Used,Additives for fermentation,SCA Score,Fermentation Records,Average Temp,Average PH,Average Brix,Average Humidity,Fermentation Weather,Fermentation Start,Fermentation End,Drying Records,Drying Start Date/Time,Drying End Date/Time,Form Submitted Date/Time,Form Modified Date/Time,Average Drying Temp,Average Drying Humidity,Barrel Open in (Hour),Barrel Close in (Hour),Pre-fermentation for Honey,Pre-fermentation Details (Hour) for Honey
Batch 4780,Batch 4780,Special,04/05/2022,Honey,,None,85,"ferm_Batch 4780_2022-04-05T10:46:03.994750,ferm_Batch 4780_2022-04-01T21:46:53.994750,ferm_Batch 4780_2022-04-04T10:54:53.994750,ferm_Batch 4780_2022-04-02T22:03:03.994750",23.6,4.0,17.9,60,"Overcast,Cloudy,Overcast",03/31/2022 03:04 AM,04/05/2022 10:04 PM,"dry_Batch 4780_2022-04-09T09:08:21.994750,dry_Batch 4780_2022-04-07T07:37:24.994750,dry_Batch 4780_2022-04-06T13:40:15.994750,dry_Batch 4780_2022-04-09T16:31:10.994750",04/06/2022 06:04 AM,04/12/2022 12:04 AM,03/31/2022 10:07 AM,04/06/2022 09:45 AM,26.0,67.227,1,111,Yes,5
Batch 4781,Batch 4781,Normal,12/18/2021,Honey,,None,86,"ferm_Batch 4781_2021-12-16T06:23:57.453144,ferm_Batch 4781_2021-12-18T09:32:34.453144,ferm_Batch 4781_2021-12-17T06:53:42.453144,ferm_Batch 4781_2021-12-16T14:05:20.453144",24.7,4.502,17.6,85,"Sunny,Overcast,Sunny,Partly Cloudy",12/15/2021 02:39 AM,12/18/2021 02:39 PM,"dry_Batch 4781_2021-12-21T07:58:57.453144,dry_Batch 4781_2021-12-21T21:48:39.453144,dry_Batch 4781_2021-12-22T02:34:32.453144",12/18/2021 06:39 PM,12/22/2021 06:39 PM,12/15/2021 05:26 AM,12/18/2021 02:55 PM,23.0,72.725,1,113,No,0
Batch 4782,Batch 4782,Special,06/02/2024,Honey,,None,86,"ferm_Batch 4782_2024-06-01T06:33:09.231788,ferm_Batch 4782_2024-06-01T03:10:05.231788,ferm_Batch 4782_2024-05-31T05:49:40.231788",20.9,4.212,18.2,77,"Sunny,Sunny,Heavy Rain,Overcast,Partly Cloudy",05/27/2024 01:43 PM,06/02/2024 06:43 AM,"dry_Batch 4782_2024-06-05T20:22:27.231788,dry_Batch 4782_2024-06-03T01:51:48.231788,dry_Batch 4782_2024-06-03T20:24:50.231788,dry_Batch 4782_2024-06-06T17:41:44.231788",06/02/2024 01:43 PM,06/07/2024 09:43 AM,05/27/2024 10:41 PM,06/02/2024 09:38 AM,23.6,63.567,3,114,No,0
Batch 4783,Batch 4783,Special,05/13/2023,Washed,Spring Water,None,85,"ferm_Batch 4783_2023-05-12T11:57:32.026507,ferm_Batch 4783_2023-05-09T11:47:52.026507,ferm_Batch 4783_2023-05-08T15:08:23.026507,ferm_Batch 4783_2023-05-08T06:12:00.026507",24.2,4.667,19.2,77,"Sunny,Sunny,Light Rain,Rainy,Cloudy",05/08/2023 02:37 AM,05/13/2023 07:37 AM,"dry_Batch 4783_2023-05-13T14:08:49.026507,dry_Batch 4783_2023-05-15T18:30:44.026507,dry_Batch 4783_2023-05-15T00:12:16.026507,dry_Batch 4783_2023-05-15T01:46:10.026507,dry_Batch 4783_2023-05-13T18:38:30.026507",05/13/2023 01:37 PM,05/18/2023 07:37 AM,05/08/2023 09:40 AM,05/13/2023 07:09 PM,22.6,69.696,,,,
Batch 4784,Batch 4784,Normal,06/26/2022,Honey,,None,90,"ferm_Batch 4784_2022-06-21T11:14:27.608167,ferm_Batch 4784_2022-06-21T08:07:48.608167,ferm_Batch 4784_2022-06-25T11:29:08.608167,ferm_Batch 4784_2022-06-22T23:59:40.608167,ferm_Batch 4784_2022-06-25T02:15:41.608167",25.2,4.845,16.8,79,"Cloudy,Rainy,Cloudy,Cloudy,Heavy Rain",06/20/2022 04:03 PM,06/26/2022 06:03 AM,"dry_Batch 4784_2022-06-29T10:25:15.608167,dry_Batch 4784_2022-06-30T13:43:09.608167,dry_Batch 4784_2022-06-26T19:40:00.608167,dry_Batch 4784_2022-06-28T19:40:06.608167,dry_Batch 4784_2022-06-28T09:26:03.608167",06/26/2022 04:03 PM,06/30/2022 06:03 PM,06/20/2022 08:41 PM,06/26/2022 05:42 PM,18.9,60.0,2,91,No,0
Batch 4785,Batch 4785,Special,07/28/2022,Honey,,None,86,"ferm_Batch 4785_2022-07-27T17:54:49.128996,ferm_Batch 4785_2022-07-24T17:19:09.128996,ferm_Batch 4785_2022-07-25T03:18:59.128996,ferm_Batch 4785_2022-07-28T18:08:09.128996,ferm_Batch 4785_2022-07-28T11:43:25.128996",21.7,4.628,18.4,81,"Cloudy,Partly Cloudy,Light Rain,Partly Cloudy",07/24/2022 01:04 PM,07/28/2022 11:04 PM,"dry_Batch 4785_2022-07-29T18:07:08.128996,dry_Batch 4785_2022-07-31T16:37:00.128996,dry_Batch 4785_2022-07-29T14:00:15.128996,dry_Batch 4785_2022-07-31T22:56:17.128996,dry_Batch 4785_2022-07-31T09:57:22.128996",07/29/2022 02:04 AM,08/01/2022 05:04 PM,07/24/2022 03:54 PM,07/29/2022 08:08 AM,22.2,72.543,3,64,No,0
Batch 4786,Batch 4786,Special,02/23/2022,Honey,,None,88,"ferm_Batch 4786_2022-02-20T14:35:05.747424,ferm_Batch 4786_2022-02-19T21:00:07.747424,ferm_Batch 4786_2022-02-19T12:27:43.747424",20.9,4.737,17.5,65,"Partly Cloudy,Light Rain,Overcast,Light Rain,Sunny",02/17/2022 09:59 PM,02/23/2022 06:59 AM,"dry_Batch 4786_2022-02-25T06:11:04.747424,dry_Batch 4786_2022-02-26T11:59:31.747424,dry_Batch 4786_2022-02-24T06:01:18.747424",02/23/2022 10:59 AM,02/26/2022 03:59 PM,02/17/2022 10:37 PM,02/23/2022 12:40 PM,23.5,67.474,0,112,No,0
Batch 4787,Batch 4787,Special,12/10/2021,Washed,Filtered Water,None,82,"ferm_Batch 4787_2021-12-07T12:19:59.931457,ferm_Batch 4787_2021-12-07T00:32:34.931457,ferm_Batch 4787_2021-12-09T20:22:58.931457",23.3,4.313,15.4,67,"Sunny,Cloudy,Cloudy,Sunny,Cloudy",12/06/2021 09:10 PM,12/10/2021 12:10 AM,"dry_Batch 4787_2021-12-11T12:27:19.931457,dry_Batch 4787_2021-12-13T21:37:40.931457,dry_Batch 4787_2021-12-11T13:26:05.931457,dry_Batch 4787_2021-12-12T00:57:34.931457,dry_Batch 4787_2021-12-13T19:06:12.931457",12/10/2021 09:10 AM,12/14/2021 04:10 AM,12/07/2021 04:45 AM,12/10/2021 03:17 AM,22.4,75.227,,,,
Batch 4788,Batch 4788,Special,03/31/2024,Washed,Spring Water,None,84,"ferm_Batch 4788_2024-03-27T13:28:08.942573,ferm_Batch 4788_2024-03-31T12:19:31.942573,ferm_Batch 4788_2024-03-30T12:27:08.942573,ferm_Batch 4788_2024-03-29T11:53:42.942573",21.9,4.504,16.5,61,"Sunny,Cloudy,Cloudy,Light Rain",03/27/2024 05:32 AM,03/31/2024 10:32 PM,"dry_Batch 4788_2024-04-01T14:58:50.942573,dry_Batch 4788_2024-04-05T02:22:07.942573,dry_Batch 4788_2024-04-01T12:20:38.942573,dry_Batch 4788_2024-04-02T21:53:14.942573",04/01/2024 03:32 AM,04/05/2024 07:32 PM,03/27/2024 07:57 AM,04/01/2024 09:26 AM,26.1,82.189,,,,
Batch 4789,Batch 4789,Special,07/24/2022,Honey,,None,83,"ferm_Batch 4789_2022-07-21T05:56:08.691811,ferm_Batch 4789_2022-07-23T18:47:49.691811,ferm_Batch 4789_2022-07-20T10:05:34.691811,ferm_Batch 4789_2022-07-20T07:50:44.691811,ferm_Batch 4789_2022-07-21T13:41:41.691811",21.3,4.437,18.2,75,"Partly Cloudy,Rainy,Cloudy,Cloudy,Cloudy",07/20/2022 06:43 AM,07/24/2022 11:43 AM,"dry_Batch 4789_2022-07-26T22:26:18.691811,dry_Batch 4789_2022-07-28T13:10:08.691811,dry_Batch 4789_2022-07-25T20:47:02.691811",07/24/2022 04:43 PM,07/29/2022 05:43 AM,07/20/2022 06:20 PM,07/24/2022 10:56 PM,19.0,65.832,3,115,No,0
Batch 4790,Batch 4790,Special,03/05/2024,Honey,,None,88,"ferm_Batch 4790_2024-03-04T14:48:05.858386,ferm_Batch 4790_2024-03-03T08:33:03.858386,ferm_Batch 4790_2024-03-01T10:08:44.858386",25.2,4.549,17.8,60,"Sunny,Light Rain,Overcast,Sunny",03/01/2024 06:47 AM,03/05/2024 02:47 PM,"dry_Batch 4790_2024-03-06T08:37:06.858386,dry_Batch 4790_2024-03-07T09:45:44.858386,dry_Batch 4790_2024-03-05T23:57:07.858386,dry_Batch 4790_2024-03-08T06:33:37.858386,dry_Batch 4790_2024-03-07T23:04:52.858386",03/05/2024 03:47 PM,03/08/2024 06:47 PM,03/01/2024 09:31 AM,03/06/2024 01:33 AM,26.1,74.939,2,84,No,0
Batch 4791,Batch 4791,Normal,05/21/2023,Washed,Spring Water,None,87,"ferm_Batch 4791_2023-05-19T23:37:55.652044,ferm_Batch 4791_2023-05-17T08:19:42.652044,ferm_Batch 4791_2023-05-18T03:47:26.652044,ferm_Batch 4791_2023-05-18T09:40:06.652044,ferm_Batch 4791_2023-05-21T05:24:21.652044",25.7,4.165,17.0,81,"Sunny,Overcast,Sunny,Cloudy,Rainy",05/16/2023 11:53 AM,05/21/2023 09:53 AM,"dry_Batch 4791_2023-05-22T18:20:13.652044,dry_Batch 4791_2023-05-23T21:57:57.652044,dry_Batch 4791_2023-05-22T15:39:52.652044",05/21/2023 12:53 PM,05/25/2023 05:53 PM,05/16/2023 02:37 PM,05/21/2023 09:14 PM,25.5,79.002,,,,
Batch 4792,Batch 4792,Normal,06/08/2023,Honey,,None,90,"ferm_Batch 4792_2023-06-06T13:07:31.735663,ferm_Batch 4792_2023-06-07T14:07:18.735663,ferm_Batch 4792_2023-06-07T07:17:05.735663,ferm_Batch 4792_2023-06-06T15:51:06.735663,ferm_Batch 4792_2023-06-07T03:10:30.735663",22.9,4.871,16.6,73,"Light Rain,Sunny,Light Rain,Light Rain,Sunny",06/02/2023 08:12 PM,06/08/2023 01:12 PM,"dry_Batch 4792_2023-06-14T16:22:49.735663,dry_Batch 4792_2023-06-11T17:58:34.735663,dry_Batch 4792_2023-06-13T17:37:43.735663",06/09/2023 01:12 AM,06/15/2023 12:12 AM,06/02/2023 11:20 PM,06/08/2023 11:25 PM,25.1,60.0,3,97,No,0
Batch 4793,Batch 4793,Special,09/21/2023,Washed,Spring Water,None,85,"ferm_Batch 4793_2023-09-19T01:06:50.079553,ferm_Batch 4793_2023-09-20T10:41:28.079553,ferm_Batch 4793_2023-09-20T12:53:51.079553,ferm_Batch 4793_2023-09-21T06:54:28.079553",22.9,4.466,17.4,84,"Partly Cloudy,Rainy,Overcast,Cloudy,Overcast",09/18/2023 03:11 PM,09/21/2023 08:11 PM,"dry_Batch 4793_2023-09-23T01:56:23.079553,dry_Batch 4793_2023-09-23T13:08:59.079553,dry_Batch 4793_2023-09-25T04:49:32.079553,dry_Batch 4793_2023-09-26T01:46:59.079553",09/22/2023 05:11 AM,09/28/2023 02:11 AM,09/18/2023 04:28 PM,09/22/2023 03:39 AM,25.7,90.0,,,,
Batch 4794,Batch 4794,Normal,11/05/2022,Honey,,Honey,90,"ferm_Batch 4794_2022-11-03T17:05:17.911808,ferm_Batch 4794_2022-10-31T15:30:16.911808,ferm_Batch 4794_2022-11-05T15:14:09.911808,ferm_Batch 4794_2022-11-04T06:05:58.911808",23.4,4.752,18.0,68,"Cloudy,Overcast,Cloudy,Cloudy,Partly Cloudy",10/31/2022 06:53 AM,11/05/2022 11:53 PM,"dry_Batch 4794_2022-11-06T09:10:12.911808,dry_Batch 4794_2022-11-06T09:37:36.911808,dry_Batch 4794_2022-11-09T13:11:45.911808,dry_Batch 4794_2022-11-07T20:01:16.911808",11/06/2022 08:53 AM,11/10/2022 04:53 PM,10/31/2022 09:02 AM,11/06/2022 08:05 AM,26.1,64.944,2,114,No,0
Batch 4795,Batch 4795,Special,12/28/2021,Honey,,None,90,"ferm_Batch 4795_2021-12-23T20:32:43.806520,ferm_Batch 4795_2021-12-24T02:08:08.806520,ferm_Batch 4795_2021-12-28T08:58:56.806520",24.1,4.764,16.3,71,"Cloudy,Partly Cloudy,Rainy,Sunny",12/23/2021 10:05 AM,12/28/2021 09:05 PM,"dry_Batch 4795_2021-12-29T12:55:54.806520,dry_Batch 4795_2021-12-29T03:51:38.806520,dry_Batch 4795_2022-01-01T05:25:51.806520,dry_Batch 4795_2021-12-31T17:10:51.806520",12/28/2021 11:05 PM,01/02/2022 02:05 PM,12/23/2021 03:27 PM,12/29/2021 02:44 AM,25.0,64.753,3,72,No,0
Batch 4796,Batch 4796,Special,09/28/2022,Washed,Spring Water,Molasses,86,"ferm_Batch 4796_2022-09-25T16:18:39.053121,ferm_Batch 4796_2022-09-28T01:20:46.053121,ferm_Batch 4796_2022-09-25T08:17:09.053121,ferm_Batch 4796_2022-09-27T13:07:24.053121,ferm_Batch 4796_2022-09-23T20:30:35.053121",27.0,4.481,17.5,67,"Sunny,Cloudy,Heavy Rain",09/23/2022 06:46 PM,09/28/2022 11:46 PM,"dry_Batch 4796_2022-09-30T02:43:17.053121,dry_Batch 4796_2022-09-30T16:10:58.053121,dry_Batch 4796_2022-10-01T03:51:16.053121",09/29/2022 12:46 AM,10/02/2022 11:46 PM,09/24/2022 02:09 AM,09/29/2022 04:21 AM,18.4,69.342,,,,
Batch 4797,Batch 4797,Special,04/14/2023,Washed,Spring Water,None,84,"ferm_Batch 4797_2023-04-11T14:27:16.721373,ferm_Batch 4797_2023-04-12T11:53:08.721373,ferm_Batch 4797_2023-04-13T09:34:58.721373,ferm_Batch 4797_2023-04-11T01:35:30.721373",24.9,4.42,16.7,60,"Light Rain,Light Rain,Light Rain",04/10/2023 08:34 PM,04/14/2023 12:34 AM,"dry_Batch 4797_2023-04-16T21:15:57.721373,dry_Batch 4797_2023-04-15T06:40:13.721373,dry_Batch 4797_2023-04-15T07:43:12.721373,dry_Batch 4797_2023-04-14T20:42:14.721373",04/14/2023 08:34 AM,04/17/2023 01:34 PM,04/11/2023 03:31 AM,04/14/2023 05:07 AM,22.8,78.248,,,,
Batch 4798,Batch 4798,Special,02/13/2023,Washed,Spring Water,None,83,"ferm_Batch 4798_2023-02-11T10:51:14.755895,ferm_Batch 4798_2023-02-11T18:58:46.755895,ferm_Batch 4798_2023-02-10T15:52:28.755895,ferm_Batch 4798_2023-02-10T03:37:04.755895",19.5,4.3,15.6,71,"Overcast,Cloudy,Cloudy,Cloudy",02/10/2023 02:12 AM,02/13/2023 08:12 AM,"dry_Batch 4798_2023-02-16T17:28:46.755895,dry_Batch 4798_2023-02-14T08:02:02.755895,dry_Batch 4798_2023-02-17T19:32:12.755895,dry_Batch 4798_2023-02-18T12:08:05.755895",02/13/2023 05:12 PM,02/18/2023 12:12 PM,02/10/2023 12:36 PM,02/13/2023 01:25 PM,28.0,73.355,,,,
Batch 4799,Batch 4799,Normal,08/13/2022,Honey,,Molasses,84,"ferm_Batch 4799_2022-08-11T05:06:05.738029,ferm_Batch 4799_2022-08-11T08:12:18.738029,ferm_Batch 4799_2022-08-11T03:35:47.738029,ferm_Batch 4799_2022-08-11T09:08:36.738029",23.2,4.18,18.6,71,"Cloudy,Heavy Rain,Rainy,Cloudy",08/09/2022 05:46 PM,08/13/2022 05:46 AM,"dry_Batch 4799_2022-08-18T12:08:07.738029,dry_Batch 4799_2022-08-13T21:17:17.738029,dry_Batch 4799_2022-08-14T19:05:32.738029,dry_Batch 4799_2022-08-13T10:31:44.738029",08/13/2022 08:46 AM,08/18/2022 06:46 PM,08/09/2022 09:40 PM,08/13/2022 10:09 AM,26.6,77.895,3,67,No,0
Batch 4800,Batch 4800,Special,02/09/2022,Honey,,None,82,"ferm_Batch 4800_2022-02-06T05:36:00.607092,ferm_Batch 4800_2022-02-08T14:53:42.607092,ferm_Batch 4800_2022-02-08T00:58:49.607092",18.0,4.471,16.3,71,"Cloudy,Sunny,Cloudy,Partly Cloudy,Light Rain",02/05/2022 07:30 PM,02/09/2022 10:30 AM,"dry_Batch 4800_2022-02-13T04:25:31.607092,dry_Batch 4800_2022-02-14T00:37:09.607092,dry_Batch 4800_2022-02-11T13:16:48.607092,dry_Batch 4800_2022-02-10T17:59:26.607092,dry_Batch 4800_2022-02-15T07:17:28.607092",02/09/2022 08:30 PM,02/15/2022 09:30 AM,02/05/2022 08:27 PM,02/09/2022 10:12 PM,23.8,78.835,3,105,No,0
Batch 4801,Batch 4801,Special,01/05/2023,Washed,Spring Water,Sugar,88,"ferm_Batch 4801_2022-12-31T05:37:25.916652,ferm_Batch 4801_2022-12-31T08:29:21.916652,ferm_Batch 4801_2023-01-02T03:55:19.916652,ferm_Batch 4801_2023-01-03T05:21:40.916652",24.2,4.64,17.9,79,"Cloudy,Light Rain,Sunny,Partly Cloudy,Cloudy",12/30/2022 06:06 PM,01/05/2023 05:06 AM,"dry_Batch 4801_2023-01-07T04:45:28.916652,dry_Batch 4801_2023-01-07T01:58:43.916652,dry_Batch 4801_2023-01-08T07:13:28.916652",01/05/2023 01:06 PM,01/11/2023 12:06 AM,12/30/2022 11:06 PM,01/05/2023 09:25 AM,26.4,83.956,,,,
Batch 4802,Batch 4802,Normal,10/19/2021,Washed,Spring Water,None,83,"ferm_Batch 4802_2021-10-16T06:28:36.122662,ferm_Batch 4802_2021-10-19T02:03:50.122662,ferm_Batch 4802_2021-10-16T11:41:47.122662,ferm_Batch 4802_2021-10-18T13:40:30.122662",21.8,4.233,19.3,60,"Sunny,Light Rain,Overcast,Light Rain,Light Rain",10/15/2021 09:28 PM,10/19/2021 01:28 PM,"dry_Batch 4802_2021-10-23T16:53:06.122662,dry_Batch 4802_2021-10-24T22:02:41.122662,dry_Batch 4802_2021-10-21T19:51:55.122662",10/19/2021 09:28 PM,10/25/2021 10:28 AM,10/16/2021 02:47 AM,10/19/2021 03:42 PM,23.0,90.0,,,,
Batch 4803,Batch 4803,Special,03/29/2022,Honey,,None,82,"ferm_Batch 4803_2022-03-27T20:46:48.426199,ferm_Batch 4803_2022-03-27T15:28:37.426199,ferm_Batch 4803_2022-03-28T18:11:54.426199,ferm_Batch 4803_2022-03-26T19:48:28.426199,ferm_Batch 4803_2022-03-26T17:41:50.426199",24.8,4.239,16.4,63,"Cloudy,Cloudy,Light Rain,Cloudy,Overcast",03/26/2022 03:49 AM,03/29/2022 11:49 AM,"dry_Batch 4803_2022-03-30T12:20:54.426199,dry_Batch 4803_2022-03-30T03:22:51.426199,dry_Batch 4803_2022-04-01T21:13:09.426199,dry_Batch 4803_2022-03-29T16:17:34.426199",03/29/2022 03:49 PM,04/02/2022 05:49 AM,03/26/2022 03:53 AM,03/29/2022 09:08 PM,23.8,66.237,2,109,No,0
Batch 4804,Batch 4804,Special,03/04/2024,Honey,,None,84,"ferm_Batch 4804_2024-03-02T01:17:21.750623,ferm_Batch 4804_2024-03-02T20:26:57.750623,ferm_Batch 4804_2024-03-02T09:38:12.750623",21.4,4.612,17.2,69,"Rainy,Cloudy,Overcast,Cloudy,Sunny",03/01/2024 01:16 PM,03/04/2024 07:16 PM,"dry_Batch 4804_2024-03-08T12:21:20.750623,dry_Batch 4804_2024-03-09T07:31:25.750623,dry_Batch 4804_2024-03-05T16:18:48.750623,dry_Batch 4804_2024-03-07T09:49:03.750623,dry_Batch 4804_2024-03-08T19:34:54.750623",03/05/2024 04:16 AM,03/09/2024 10:16 AM,03/01/2024 04:34 PM,03/04/2024 07:43 PM,27.5,74.814,0,101,No,0
Batch 4805,Batch 4805,Special,08/10/2021,Washed,Spring Water,Yeast,84,"ferm_Batch 4805_2021-08-08T21:34:30.899619,ferm_Batch 4805_2021-08-05T17:32:11.899619,ferm_Batch 4805_2021-08-07T12:29:17.899619,ferm_Batch 4805_2021-08-09T07:37:28.899619",20.4,4.679,17.4,60,"Overcast,Overcast,Cloudy",08/05/2021 02:04 PM,08/10/2021 12:04 PM,"dry_Batch 4805_2021-08-11T03:43:33.899619,dry_Batch 4805_2021-08-11T21:05:37.899619,dry_Batch 4805_2021-08-12T00:39:06.899619",08/10/2021 06:04 PM,08/15/2021 04:04 PM,08/05/2021 06:40 PM,08/10/2021 09:10 PM,28.0,62.014,,,,
Batch 4806,Batch 4806,Special,07/23/2022,Honey,,None,84,"ferm_Batch 4806_2022-07-23T04:54:00.948547,ferm_Batch 4806_2022-07-22T00:43:15.948547,ferm_Batch 4806_2022-07-22T16:09:58.948547",21.8,4.58,15.3,89,"Rainy,Overcast,Cloudy",07/20/2022 07:36 AM,07/23/2022 11:36 AM,"dry_Batch 4806_2022-07-25T16:16:40.948547,dry_Batch 4806_2022-07-25T08:43:09.948547,dry_Batch 4806_2022-07-26T02:25:02.948547,dry_Batch 4806_2022-07-24T09:49:38.948547,dry_Batch 4806_2022-07-25T16:20:50.948547",07/23/2022 11:36 PM,07/27/2022 09:36 AM,07/20/2022 01:44 PM,07/23/2022 04:46 PM,21.7,74.896,3,110,No,0
Batch 4807,Batch 4807,Special,07/23/2022,Washed,Spring Water,None,86,"ferm_Batch 4807_2022-07-20T16:31:31.117807,ferm_Batch 4807_2022-07-21T11:11:51.117807,ferm_Batch 4807_2022-07-22T13:44:45.117807,ferm_Batch 4807_2022-07-21T01:05:23.117807,ferm_Batch 4807_2022-07-20T11:56:01.117807",23.7,4.897,17.8,89,"Partly Cloudy,Overcast,Overcast,Cloudy",07/19/2022 06:21 AM,07/23/2022 06:21 AM,"dry_Batch 4807_2022-07-23T20:57:01.117807,dry_Batch 4807_2022-07-24T14:42:21.117807,dry_Batch 4807_2022-07-25T06:14:17.117807,dry_Batch 4807_2022-07-27T04:22:55.117807",07/23/2022 04:21 PM,07/27/2022 04:21 PM,07/19/2022 08:28 AM,07/23/2022 01:20 PM,21.1,69.342,,,,
Batch 4808,Batch 4808,Normal,05/29/2024,Washed,Spring Water,None,84,"ferm_Batch 4808_2024-05-27T12:53:38.472057,ferm_Batch 4808_2024-05-26T10:21:09.472057,ferm_Batch 4808_2024-05-29T01:05:27.472057,ferm_Batch 4808_2024-05-26T00:49:46.472057,ferm_Batch 4808_2024-05-25T00:04:53.472057",21.1,4.534,15.8,62,"Rainy,Rainy,Cloudy,Sunny,Cloudy",05/23/2024 12:19 PM,05/29/2024 05:19 AM,"dry_Batch 4808_2024-05-31T00:55:20.472057,dry_Batch 4808_2024-06-01T08:44:21.472057,dry_Batch 4808_2024-05-30T05:31:53.472057,dry_Batch 4808_2024-06-01T17:53:41.472057,dry_Batch 4808_2024-06-02T01:40:24.472057",05/29/2024 02:19 PM,06/02/2024 04:19 AM,05/23/2024 04:56 PM,05/29/2024 06:39 AM,26.0,87.012,,,,
Batch 4809,Batch 4809,Special,08/02/2023,Honey,,None,85,"ferm_Batch 4809_2023-07-31T13:47:26.186536,ferm_Batch 4809_2023-07-31T09:34:32.186536,ferm_Batch 4809_2023-08-01T22:58:01.186536,ferm_Batch 4809_2023-07-30T12:27:30.186536,ferm_Batch 4809_2023-08-01T16:10:02.186536",19.2,4.555,18.9,70,"Overcast,Overcast,Rainy,Partly Cloudy",07/29/2023 08:46 AM,08/02/2023 12:46 AM,"dry_Batch 4809_2023-08-04T21:30:55.186536,dry_Batch 4809_2023-08-03T19:37:12.186536,dry_Batch 4809_2023-08-03T06:08:26.186536,dry_Batch 4809_2023-08-02T13:41:02.186536",08/02/2023 07:46 AM,08/05/2023 10:46 AM,07/29/2023 12:46 PM,08/02/2023 08:55 AM,26.5,74.056,0,98,No,0
Batch 4810,Batch 4810,Special,11/01/2021,Washed,Well Water,None,86,"ferm_Batch 4810_2021-10-28T18:22:31.577786,ferm_Batch 4810_2021-10-29T10:11:04.577786,ferm_Batch 4810_2021-10-29T22:05:30.577786,ferm_Batch 4810_2021-10-31T06:36:08.577786",20.7,4.899,15.7,89,"Sunny,Cloudy,Sunny,Sunny",10/28/2021 04:46 AM,11/01/2021 08:46 AM,"dry_Batch 4810_2021-11-05T09:41:46.577786,dry_Batch 4810_2021-11-02T17:55:57.577786,dry_Batch 4810_2021-11-05T07:59:25.577786",11/01/2021 12:46 PM,11/05/2021 11:46 PM,10/28/2021 06:40 AM,11/01/2021 10:27 AM,20.2,60.0,,,,
Batch 4811,Batch 4811,Special,07/23/2023,Honey,,None,84,"ferm_Batch 4811_2023-07-23T18:52:17.155906,ferm_Batch 4811_2023-07-21T10:05:01.155906,ferm_Batch 4811_2023-07-20T12:29:49.155906,ferm_Batch 4811_2023-07-23T03:46:04.155906,ferm_Batch 4811_2023-07-23T04:32:13.155906",22.5,4.282,17.4,68,"Rainy,Overcast,Rainy,Light Rain,Light Rain",07/20/2023 12:49 AM,07/23/2023 09:49 PM,"dry_Batch 4811_2023-07-25T11:57:00.155906,dry_Batch 4811_2023-07-28T11:11:36.155906,dry_Batch 4811_2023-07-24T19:07:19.155906,dry_Batch 4811_2023-07-24T14:23:51.155906",07/24/2023 08:49 AM,07/30/2023 04:49 AM,07/20/2023 05:10 AM,07/24/2023 05:35 AM,27.2,78.848,3,66,Yes,0
Batch 4812,Batch 4812,Special,02/12/2023,Washed,Spring Water,None,88,"ferm_Batch 4812_2023-02-12T04:22:03.875607,ferm_Batch 4812_2023-02-08T12:53:17.875607,ferm_Batch 4812_2023-02-12T07:36:01.875607,ferm_Batch 4812_2023-02-10T09:33:18.875607",21.3,4.648,18.8,89,"Overcast,Heavy Rain,Sunny,Rainy,Sunny",02/06/2023 04:32 PM,02/12/2023 04:32 PM,"dry_Batch 4812_2023-02-15T01:15:47.875607,dry_Batch 4812_2023-02-15T07:03:23.875607,dry_Batch 4812_2023-02-14T12:32:51.875607,dry_Batch 4812_2023-02-13T11:27:15.875607",02/12/2023 10:32 PM,02/16/2023 04:32 AM,02/06/2023 06:23 PM,02/12/2023 05:19 PM,26.3,88.359,,,,
Batch 4813,Batch 4813,Normal,08/08/2023,Washed,Filtered Water,None,86,"ferm_Batch 4813_2023-08-06T01:49:41.599919,ferm_Batch 4813_2023-08-07T20:50:01.599919,ferm_Batch 4813_2023-08-06T07:44:21.599919,ferm_Batch 4813_2023-08-06T00:27:41.599919",23.5,4.367,16.3,73,"Light Rain,Light Rain,Partly Cloudy,Sunny,Sunny",08/03/2023 09:16 AM,08/08/2023 07:16 AM,"dry_Batch 4813_2023-08-12T20:24:49.599919,dry_Batch 4813_2023-08-09T10:21:34.599919,dry_Batch 4813_2023-08-13T02:27:43.599919,dry_Batch 4813_2023-08-09T11:39:24.599919",08/08/2023 03:16 PM,08/14/2023 01:16 PM,08/03/2023 06:33 PM,08/08/2023 08:58 AM,23.4,61.535,,,,
Batch 4814,Batch 4814,Special,06/24/2023,Honey,,Honey,87,"ferm_Batch 4814_2023-06-22T04:37:48.044075,ferm_Batch 4814_2023-06-24T00:49:27.044075,ferm_Batch 4814_2023-06-24T04:35:25.044075,ferm_Batch 4814_2023-06-20T19:35:07.044075,ferm_Batch 4814_2023-06-20T10:16:37.044075",24.9,4.528,18.5,61,"Cloudy,Cloudy,Cloudy,Sunny,Cloudy",06/20/2023 12:46 AM,06/24/2023 01:46 PM,"dry_Batch 4814_2023-06-27T06:56:13.044075,dry_Batch 4814_2023-06-26T21:01:48.044075,dry_Batch 4814_2023-06-26T23:41:52.044075,dry_Batch 4814_2023-06-25T19:24:02.044075,dry_Batch 4814_2023-06-24T19:17:55.044075",06/24/2023 04:46 PM,06/28/2023 07:46 AM,06/20/2023 02:02 AM,06/24/2023 10:16 PM,24.7,65.823,2,79,No,0
